3429.00	,	29305.98867	,	30334.74922	,	192.324223	,
3729.00	,	29306.45382	,	30334.37811	,	177.804983	,
4029.00	,	29306.91702	,	30334.00162	,	163.200591	,
4329.00	,	29307.37786	,	30333.62003	,	148.518025	,
4629.00	,	29307.8362	,	30333.23335	,	133.764302	,
4929.00	,	29308.29182	,	30332.84169	,	118.946471	,
5229.00	,	29308.74457	,	30332.44508	,	104.071613	,
5529.00	,	29309.19407	,	30332.04383	,	89.146837	,
5829.00	,	29309.64019	,	30331.63799	,	74.179274	,
6129.00	,	29310.08282	,	30331.22761	,	59.176078	,
6429.00	,	29310.52158	,	30330.81303	,	44.144417	,
6729.00	,	29310.95646	,	30330.39423	,	29.091476	,
7029.00	,	29311.3871	,	30329.97156	,	14.024449	,
7329.00	,	29311.8135	,	30329.54503	,	-1.049465	,
7629.00	,	29312.23522	,	30329.11506	,	-16.12306	,
7929.00	,	29312.65245	,	30328.68152	,	-31.189133	,
8229.00	,	29313.06479	,	30328.24485	,	-46.240483	,
8529.00	,	29313.47216	,	30327.80518	,	-61.269917	,
8829.00	,	29313.87454	,	30327.36263	,	-76.270252	,
9129.00	,	29314.2716	,	30326.91758	,	-91.234317	,
9429.00	,	29314.66342	,	30326.47008	,	-106.154962	,
9729.00	,	29315.04971	,	30326.02053	,	-121.025053	,
10029.00	,	29315.43055	,	30325.56898	,	-135.837484	,
10329.00	,	29315.80558	,	30325.11592	,	-150.585175	,
10629.00	,	29316.17509	,	30324.66125	,	-165.261076	,
10929.00	,	29316.53875	,	30324.20545	,	-179.858172	,
11229.00	,	29316.89658	,	30323.74868	,	-194.369487	,
11529.00	,	29317.24862	,	30323.2911	,	-208.788082	,
11829.00	,	29317.59467	,	30322.83311	,	-223.107066	,
12129.00	,	29317.93488	,	30322.37481	,	-237.319594	,
12429.00	,	29318.26906	,	30321.91658	,	-251.418872	,
12729.00	,	29318.59738	,	30321.45852	,	-265.398159	,
13029.00	,	29318.91967	,	30321.00104	,	-279.250773	,
13329.00	,	29319.23603	,	30320.5443	,	-292.970091	,
13629.00	,	29319.54651	,	30320.08853	,	-306.549555	,
13929.00	,	29319.85113	,	30319.63397	,	-319.982673	,
14229.00	,	29320.15004	,	30319.18079	,	-333.263022	,
14529.00	,	29320.44312	,	30318.72938	,	-346.384252	,
14829.00	,	29320.73062	,	30318.27981	,	-359.340092	,
15129.00	,	29321.01244	,	30317.83248	,	-372.124345	,
15429.00	,	29321.28884	,	30317.38744	,	-384.7309	,
15729.00	,	29321.55976	,	30316.94508	,	-397.153729	,
16029.00	,	29321.82548	,	30316.50545	,	-409.386893	,
16329.00	,	29322.08585	,	30316.06902	,	-421.424541	,
16629.00	,	29322.34128	,	30315.63574	,	-433.260917	,
16929.00	,	29322.59189	,	30315.2058	,	-444.890363	,
17229.00	,	29322.83766	,	30314.77957	,	-456.307316	,
17529.00	,	29323.07891	,	30314.35707	,	-467.506318	,
17829.00	,	29323.31564	,	30313.93864	,	-478.482012	,
18129.00	,	29323.54819	,	30313.52429	,	-489.22915	,
18429.00	,	29323.77657	,	30313.11436	,	-499.742592	,
18729.00	,	29324.00113	,	30312.70882	,	-510.01731	,
19029.00	,	29324.2219	,	30312.30801	,	-520.04839	,
19329.00	,	29324.43906	,	30311.91206	,	-529.831035	,
19629.00	,	29324.6531	,	30311.52084	,	-539.360564	,
19929.00	,	29324.86395	,	30311.13474	,	-548.632422	,
20229.00	,	29325.072	,	30310.75369	,	-557.642171	,
20529.00	,	29325.27731	,	30310.37798	,	-566.385503	,
20829.00	,	29325.48027	,	30310.00753	,	-574.858235	,
21129.00	,	29325.68093	,	30309.64258	,	-583.056314	,
21429.00	,	29325.87971	,	30309.28305	,	-590.975818	,
21729.00	,	29326.07665	,	30308.92918	,	-598.612958	,
22029.00	,	29326.272	,	30308.581	,	-605.964079	,
22329.00	,	29326.46627	,	30308.23833	,	-613.025665	,
22629.00	,	29326.65943	,	30307.90143	,	-619.794337	,
22929.00	,	29326.8519	,	30307.57018	,	-626.266856	,
23229.00	,	29327.04374	,	30307.24474	,	-632.440123	,
23529.00	,	29327.23539	,	30306.92496	,	-638.311185	,
23829.00	,	29327.4269	,	30306.61099	,	-643.877232	,
24129.00	,	29327.61869	,	30306.30265	,	-649.135598	,
24429.00	,	29327.81083	,	30306.00007	,	-654.083767	,
24729.00	,	29328.00366	,	30305.70315	,	-658.719369	,
25029.00	,	29328.1974	,	30305.41181	,	-663.040185	,
25329.00	,	29328.39229	,	30305.12602	,	-667.044146	,
25629.00	,	29328.58867	,	30304.8456	,	-670.729332	,
25929.00	,	29328.78657	,	30304.57065	,	-674.09398	,
26229.00	,	29328.98641	,	30304.30092	,	-677.136476	,
26529.00	,	29329.18823	,	30304.03647	,	-679.855362	,
26829.00	,	29329.39242	,	30303.77703	,	-682.249334	,
27129.00	,	29329.59902	,	30303.52264	,	-684.317244	,
27429.00	,	29329.80832	,	30303.27311	,	-686.058099	,
27729.00	,	29330.02062	,	30303.0282	,	-687.471063	,
28029.00	,	29330.23584	,	30302.78803	,	-688.555455	,
28329.00	,	29330.45453	,	30302.5521	,	-689.310754	,
28629.00	,	29330.6766	,	30302.32053	,	-689.736594	,
28929.00	,	29330.9024	,	30302.09295	,	-689.832766	,
29229.00	,	29331.13193	,	30301.86938	,	-689.599222	,
29529.00	,	29331.36552	,	30301.64947	,	-689.036068	,
29829.00	,	29331.60314	,	30301.43318	,	-688.143568	,
30129.00	,	29331.84503	,	30301.22025	,	-686.922146	,
30429.00	,	29332.0914	,	30301.0104	,	-685.37238	,
30729.00	,	29332.34211	,	30300.80366	,	-683.495007	,
31029.00	,	29332.59764	,	30300.5995	,	-681.29092	,
31329.00	,	29332.85783	,	30300.39794	,	-678.761168	,
31629.00	,	29333.12293	,	30300.19861	,	-675.906956	,
31929.00	,	29333.39288	,	30300.00145	,	-672.729644	,
32229.00	,	29333.66791	,	30299.80607	,	-669.230746	,
32529.00	,	29333.94792	,	30299.6124	,	-665.411931	,
32829.00	,	29334.23305	,	30299.42013	,	-661.275018	,
33129.00	,	29334.52344	,	30299.22894	,	-656.821982	,
33429.00	,	29334.81894	,	30299.03876	,	-652.054947	,
33729.00	,	29335.11966	,	30298.84928	,	-646.976186	,
34029.00	,	29335.42563	,	30298.66026	,	-641.588124	,
34329.00	,	29335.73692	,	30298.47138	,	-635.893331	,
34629.00	,	29336.05336	,	30298.28256	,	-629.894524	,
34929.00	,	29336.37511	,	30298.09341	,	-623.594569	,
35229.00	,	29336.70196	,	30297.90385	,	-616.99647	,
35529.00	,	29337.03396	,	30297.71358	,	-610.103379	,
35829.00	,	29337.37114	,	30297.52227	,	-602.918585	,
36129.00	,	29337.71328	,	30297.32986	,	-595.445519	,
36429.00	,	29338.06039	,	30297.13605	,	-587.687749	,
36729.00	,	29338.41239	,	30296.9406	,	-579.648979	,
37029.00	,	29338.76928	,	30296.74323	,	-571.333047	,
37329.00	,	29339.13078	,	30296.54387	,	-562.743924	,
37629.00	,	29339.49697	,	30296.34216	,	-553.885713	,
37929.00	,	29339.86754	,	30296.13806	,	-544.762642	,
38229.00	,	29340.24246	,	30295.93128	,	-535.37907	,
38529.00	,	29340.62168	,	30295.72154	,	-525.739477	,
38829.00	,	29341.00488	,	30295.50884	,	-515.848468	,
39129.00	,	29341.39208	,	30295.2928	,	-505.710765	,
39429.00	,	29341.78287	,	30295.07353	,	-495.331213	,
39729.00	,	29342.17741	,	30294.8505	,	-484.714768	,
40029.00	,	29342.57528	,	30294.62381	,	-473.866501	,
40329.00	,	29342.97647	,	30294.39315	,	-462.791594	,
40629.00	,	29343.3806	,	30294.15854	,	-451.495338	,
40929.00	,	29343.78758	,	30293.91976	,	-439.983128	,
41229.00	,	29344.1973	,	30293.67659	,	-428.260465	,
41529.00	,	29344.60936	,	30293.4291	,	-416.332948	,
41829.00	,	29345.02374	,	30293.17699	,	-404.206274	,
42129.00	,	29345.44004	,	30292.92035	,	-391.886239	,
42429.00	,	29345.85814	,	30292.659	,	-379.378727	,
42729.00	,	29346.2778	,	30292.39286	,	-366.689713	,
43029.00	,	29346.69888	,	30292.12176	,	-353.825261	,
43329.00	,	29347.12099	,	30291.84583	,	-340.791517	,
43629.00	,	29347.54397	,	30291.56493	,	-327.594707	,
43929.00	,	29347.96769	,	30291.27893	,	-314.241138	,
44229.00	,	29348.39173	,	30290.98797	,	-300.737189	,
44529.00	,	29348.81602	,	30290.69187	,	-287.089313	,
44829.00	,	29349.24016	,	30290.39078	,	-273.304031	,
45129.00	,	29349.66399	,	30290.08462	,	-259.387929	,
45429.00	,	29350.08729	,	30289.7734	,	-245.347658	,
45729.00	,	29350.50989	,	30289.45706	,	-231.189927	,
46029.00	,	29350.9314	,	30289.13581	,	-216.9215	,
46329.00	,	29351.35165	,	30288.80959	,	-202.549196	,
46629.00	,	29351.77052	,	30288.47838	,	-188.079883	,
46929.00	,	29352.1876	,	30288.14241	,	-173.520475	,
47229.00	,	29352.60284	,	30287.80158	,	-158.877929	,
47529.00	,	29353.01584	,	30287.45614	,	-144.159245	,
47829.00	,	29353.42656	,	30287.10603	,	-129.371454	,
48129.00	,	29353.83453	,	30286.75158	,	-114.521625	,
48429.00	,	29354.23988	,	30286.39258	,	-99.616853	,
48729.00	,	29354.64216	,	30286.0294	,	-84.664263	,
49029.00	,	29355.04124	,	30285.66207	,	-69.671	,
49329.00	,	29355.43704	,	30285.29066	,	-54.64423	,
49629.00	,	29355.82919	,	30284.91548	,	-39.591135	,
49929.00	,	29356.21769	,	30284.5365	,	-24.518909	,
50229.00	,	29356.60219	,	30284.15407	,	-9.434756	,
50529.00	,	29356.98271	,	30283.76818	,	5.654115	,
50829.00	,	29357.35883	,	30283.37925	,	20.740492	,
51129.00	,	29357.73075	,	30282.98714	,	35.817163	,
51429.00	,	29358.09808	,	30282.59228	,	50.876924	,
51729.00	,	29358.46077	,	30282.19478	,	65.912575	,
52029.00	,	29358.81879	,	30281.79476	,	80.91693	,
52329.00	,	29359.17185	,	30281.39259	,	95.882817	,
52629.00	,	29359.52003	,	30280.98831	,	110.803082	,
52929.00	,	29359.86306	,	30280.5823	,	125.670593	,
53229.00	,	29360.20104	,	30280.17462	,	140.478243	,
53529.00	,	29360.53372	,	30279.76565	,	155.218955	,
53829.00	,	29360.86113	,	30279.35552	,	169.885682	,
54129.00	,	29361.18322	,	30278.94448	,	184.471412	,
54429.00	,	29361.49994	,	30278.53275	,	198.969173	,
54729.00	,	29361.81136	,	30278.12046	,	213.372035	,
55029.00	,	29362.11728	,	30277.70803	,	227.673112	,
55329.00	,	29362.41787	,	30277.29552	,	241.865567	,
55629.00	,	29362.71296	,	30276.88333	,	255.942617	,
55929.00	,	29363.00274	,	30276.47152	,	269.89753	,
56229.00	,	29363.28705	,	30276.06049	,	283.723635	,
56529.00	,	29363.56603	,	30275.6504	,	297.414323	,
56829.00	,	29363.83971	,	30275.24147	,	310.963048	,
57129.00	,	29364.10816	,	30274.83392	,	324.363332	,
57429.00	,	29364.37153	,	30274.42791	,	337.608769	,
57729.00	,	29364.62972	,	30274.02381	,	350.693026	,
58029.00	,	29364.883	,	30273.62169	,	363.609847	,
58329.00	,	29365.13129	,	30273.22192	,	376.353057	,
58629.00	,	29365.37488	,	30272.82454	,	388.916561	,
58929.00	,	29365.6137	,	30272.42994	,	401.294354	,
59229.00	,	29365.84807	,	30272.03815	,	413.480517	,
59529.00	,	29366.07785	,	30271.64961	,	425.469223	,
59829.00	,	29366.30346	,	30271.26426	,	437.25474	,
60129.00	,	29366.52505	,	30270.88229	,	448.831431	,
60429.00	,	29366.74261	,	30270.50404	,	460.193762	,
60729.00	,	29366.9565	,	30270.12952	,	471.336299	,
61029.00	,	29367.16671	,	30269.75905	,	482.253714	,
61329.00	,	29367.37361	,	30269.39262	,	492.940785	,
61629.00	,	29367.57721	,	30269.03056	,	503.392403	,
61929.00	,	29367.77791	,	30268.67282	,	513.60357	,
62229.00	,	29367.97563	,	30268.3198	,	523.569401	,
62529.00	,	29368.17087	,	30267.97137	,	533.285131	,
62829.00	,	29368.36385	,	30267.62762	,	542.746113	,
63129.00	,	29368.55461	,	30267.28885	,	551.947823	,
63429.00	,	29368.74356	,	30266.95498	,	560.885859	,
63729.00	,	29368.93076	,	30266.62625	,	569.555947	,
64029.00	,	29369.11663	,	30266.30257	,	577.953939	,
64329.00	,	29369.30124	,	30265.98419	,	586.075819	,
64629.00	,	29369.48501	,	30265.67097	,	593.917702	,
64929.00	,	29369.66801	,	30265.36314	,	601.475837	,
65229.00	,	29369.85049	,	30265.06074	,	608.746608	,
65529.00	,	29370.03298	,	30264.76352	,	615.726538	,
65829.00	,	29370.21547	,	30264.47175	,	622.412286	,
66129.00	,	29370.39838	,	30264.18528	,	628.800654	,
66429.00	,	29370.5818	,	30263.90425	,	634.888587	,
66729.00	,	29370.76616	,	30263.62848	,	640.673171	,
67029.00	,	29370.95154	,	30263.3581	,	646.151637	,
67329.00	,	29371.13837	,	30263.09292	,	651.321366	,
67629.00	,	29371.32672	,	30262.83304	,	656.179882	,
67929.00	,	29371.51686	,	30262.57841	,	660.72486	,
68229.00	,	29371.70928	,	30262.32869	,	664.954125	,
68529.00	,	29371.90398	,	30262.08406	,	668.865653	,
68829.00	,	29372.10136	,	30261.84426	,	672.45757	,
69129.00	,	29372.3015	,	30261.60935	,	675.728157	,
69429.00	,	29372.5048	,	30261.37905	,	678.675848	,
69729.00	,	29372.71131	,	30261.15341	,	681.29923	,
70029.00	,	29372.92143	,	30260.93213	,	683.597047	,
70329.00	,	29373.13521	,	30260.71523	,	685.568197	,
70629.00	,	29373.35294	,	30260.50249	,	687.211735	,
70929.00	,	29373.57483	,	30260.29374	,	688.526872	,
71229.00	,	29373.80108	,	30260.08881	,	689.512977	,
71529.00	,	29374.03196	,	30259.88745	,	690.169576	,
71829.00	,	29374.26749	,	30259.68965	,	690.496351	,
72129.00	,	29374.50801	,	30259.49503	,	690.493143	,
72429.00	,	29374.75351	,	30259.30359	,	690.159951	,
72729.00	,	29375.00433	,	30259.11494	,	689.49693	,
73029.00	,	29375.26044	,	30258.92904	,	688.504395	,
73329.00	,	29375.52207	,	30258.74559	,	687.182818	,
73629.00	,	29375.78943	,	30258.56428	,	685.532826	,
73929.00	,	29376.06238	,	30258.38516	,	683.555205	,
74229.00	,	29376.34139	,	30258.20763	,	681.250898	,
74529.00	,	29376.62629	,	30258.03172	,	678.621003	,
74829.00	,	29376.91734	,	30257.85702	,	675.666773	,
75129.00	,	29377.21445	,	30257.68346	,	672.389619	,
75429.00	,	29377.51785	,	30257.51063	,	668.791103	,
75729.00	,	29377.82744	,	30257.33843	,	664.872942	,
76029.00	,	29378.14333	,	30257.16655	,	660.637005	,
76329.00	,	29378.46566	,	30256.99463	,	656.085316	,
76629.00	,	29378.79419	,	30256.82269	,	651.220045	,
76929.00	,	29379.12927	,	30256.65013	,	646.043517	,
77229.00	,	29379.47065	,	30256.47695	,	640.558201	,
77529.00	,	29379.81848	,	30256.30272	,	634.766716	,
77829.00	,	29380.17257	,	30256.12737	,	628.671829	,
78129.00	,	29380.53305	,	30255.95046	,	622.276448	,
78429.00	,	29380.89972	,	30255.77193	,	615.583629	,
78729.00	,	29381.27259	,	30255.59145	,	608.596566	,
79029.00	,	29381.65169	,	30255.40867	,	601.318597	,
79329.00	,	29382.03677	,	30255.22352	,	593.753197	,
79629.00	,	29382.42781	,	30255.0357	,	585.903979	,
79929.00	,	29382.82472	,	30254.84496	,	577.774692	,
80229.00	,	29383.22748	,	30254.65098	,	569.369219	,
80529.00	,	29383.63578	,	30254.45372	,	560.691574	,
80829.00	,	29384.04968	,	30254.25278	,	551.745902	,
81129.00	,	29384.46884	,	30254.04813	,	542.536476	,
81429.00	,	29384.89321	,	30253.83946	,	533.067694	,
81729.00	,	29385.32272	,	30253.6265	,	523.344081	,
82029.00	,	29385.75701	,	30253.40922	,	513.370279	,
82329.00	,	29386.196	,	30253.18735	,	503.151055	,
82629.00	,	29386.63949	,	30252.96072	,	492.691288	,
82929.00	,	29387.08738	,	30252.72906	,	481.995977	,
83229.00	,	29387.53928	,	30252.49238	,	471.070231	,
83529.00	,	29387.99515	,	30252.25036	,	459.919269	,
83829.00	,	29388.45461	,	30252.00303	,	448.548419	,
84129.00	,	29388.9175	,	30251.75017	,	436.963113	,
84429.00	,	29389.38369	,	30251.49156	,	425.168885	,
84729.00	,	29389.85276	,	30251.22726	,	413.171371	,
85029.00	,	29390.32464	,	30250.95701	,	400.9763	,
85329.00	,	29390.79884	,	30250.68096	,	388.589499	,
85629.00	,	29391.27543	,	30250.39869	,	376.016887	,
85929.00	,	29391.75391	,	30250.11039	,	363.264468	,
86041.50	,	29296.49067	,	30332.49047	,	357.072084	,
86043.00	,	29296.5861	,	30332.48769	,	356.997157	,
86044.50	,	29296.61277	,	30332.48812	,	356.924679	,
86046.00	,	29296.60744	,	30332.48802	,	356.839001	,
86047.50	,	29296.545	,	30332.47576	,	356.766273	,
86049.00	,	29296.48073	,	30332.45813	,	356.677045	,
86349.00	,	29296.83504	,	30332.28602	,	343.802692	,
86636.00	,	29297.80206	,	30332.80521	,	331.328099	,
86637.50	,	29297.71209	,	30332.70321	,	331.260521	,
86639.00	,	29297.48798	,	30332.45564	,	331.226874	,
86640.50	,	29298.0598	,	30333.07394	,	331.095709	,
86642.00	,	29298.21934	,	30333.24275	,	331.000706	,
86643.50	,	29298.27798	,	30333.30219	,	330.922209	,
86645.00	,	29298.20699	,	30333.2231	,	330.856998	,
86646.50	,	29298.16472	,	30333.17507	,	330.789065	,
86648.00	,	29298.1696	,	30333.17744	,	330.742377	,
86649.50	,	29298.11376	,	30333.11609	,	330.661991	,
86651.00	,	29298.18868	,	30333.18959	,	330.602888	,
86652.50	,	29298.18118	,	30333.17911	,	330.545572	,
86654.00	,	29298.15714	,	30333.15199	,	330.474224	,
86655.50	,	29298.12551	,	30333.11812	,	330.409829	,
86657.00	,	29298.10951	,	30333.10008	,	330.35478	,
86658.50	,	29298.16623	,	30333.15026	,	330.286454	,
86660.00	,	29298.20124	,	30333.17909	,	330.207856	,
86661.50	,	29298.23795	,	30333.20896	,	330.135555	,
86663.00	,	29298.2223	,	30333.19233	,	330.071278	,
86664.50	,	29298.23211	,	30333.19806	,	330.011504	,
86666.00	,	29298.23209	,	30333.19487	,	329.935612	,
86667.50	,	29298.19295	,	30333.16037	,	329.872153	,
86669.00	,	29298.14571	,	30333.1208	,	329.819423	,
86670.50	,	29298.09739	,	30333.08114	,	329.753942	,
86672.00	,	29298.09947	,	30333.08014	,	329.68972	,
86673.50	,	29298.09788	,	30333.07653	,	329.626226	,
86675.00	,	29298.09857	,	30333.07453	,	329.561043	,
86676.50	,	29298.11777	,	30333.08489	,	329.493801	,
86678.00	,	29298.08388	,	30333.06038	,	329.423174	,
86679.50	,	29298.07369	,	30333.05186	,	329.362208	,
86681.00	,	29298.06443	,	30333.04433	,	329.304379	,
86682.50	,	29298.09436	,	30333.05907	,	329.232544	,
86684.00	,	29298.10775	,	30333.06423	,	329.166091	,
86685.50	,	29298.13661	,	30333.07715	,	329.094762	,
86687.00	,	29298.13054	,	30333.07142	,	329.017867	,
86688.50	,	29298.13572	,	30333.07286	,	328.974577	,
86690.00	,	29298.1314	,	30333.07011	,	328.938131	,
86691.50	,	29298.135	,	30333.06996	,	328.877996	,
86693.00	,	29298.15853	,	30333.07734	,	328.796375	,
86694.50	,	29298.13146	,	30333.0645	,	328.735641	,
86696.00	,	29298.13092	,	30333.06239	,	328.670274	,
86697.50	,	29298.12757	,	30333.05925	,	328.604385	,
86699.00	,	29298.13876	,	30333.06099	,	328.529603	,
86700.50	,	29298.12311	,	30333.05348	,	328.4578	,
86702.00	,	29298.14145	,	30333.05695	,	328.376011	,
86703.50	,	29298.13038	,	30333.05237	,	328.323738	,
86705.00	,	29298.13046	,	30333.05112	,	328.267007	,
86706.50	,	29298.15509	,	30333.05581	,	328.186173	,
86708.00	,	29298.15783	,	30333.05485	,	328.119638	,
86709.50	,	29298.1611	,	30333.05468	,	328.0658	,
86711.00	,	29298.17845	,	30333.0573	,	327.996249	,
86712.50	,	29298.17484	,	30333.05403	,	327.916309	,
86714.00	,	29298.18799	,	30333.05592	,	327.857387	,
86715.50	,	29298.19345	,	30333.05625	,	327.804225	,
86717.00	,	29298.18269	,	30333.05247	,	327.741762	,
86718.50	,	29298.20843	,	30333.05694	,	327.685641	,
86720.00	,	29298.19992	,	30333.0532	,	327.612099	,
86721.50	,	29298.19665	,	30333.05062	,	327.539274	,
86723.00	,	29298.20366	,	30333.04959	,	327.457755	,
86724.50	,	29298.21638	,	30333.0504	,	327.390663	,
86726.00	,	29298.2168	,	30333.04859	,	327.318053	,
86727.50	,	29298.23869	,	30333.05042	,	327.242008	,
87027.50	,	29298.63488	,	30332.81707	,	314.018427	,
87327.50	,	29299.0294	,	30332.57522	,	300.644601	,
87627.50	,	29299.42168	,	30332.32513	,	287.12692	,
